1.000000000000000000e+00,8.409121440152074467e-02,9.930081052461412483e-01,1.989732737861295009e-01,9.593057403881699585e-01
2.000000000000000000e+00,1.167368782463152482e-01,9.868479393557786361e-01,1.915117310488912428e-01,9.627935235355647992e-01
3.000000000000000000e+00,1.318912785853361136e-01,9.835875546324873708e-01,1.939273751906769316e-01,9.627696593577232953e-01
4.000000000000000000e+00,1.464359209155302322e-01,9.810186120933018783e-01,2.063876942517022528e-01,9.605376444350912646e-01
5.000000000000000000e+00,1.651897583050097040e-01,9.763761158931929529e-01,2.280661563311776330e-01,9.514832441491594128e-01
6.000000000000000000e+00,1.805197724271129511e-01,9.711695399368451831e-01,2.304046409379909566e-01,9.534802153719412754e-01
7.000000000000000000e+00,1.900236409684525896e-01,9.716853738842149424e-01,2.405569697000429219e-01,9.501103176217270407e-01
8.000000000000000000e+00,2.099079009880967517e-01,9.656421315697455432e-01,2.580091663150299031e-01,9.428267053368168948e-01
9.000000000000000000e+00,2.244582203492110350e-01,9.619187068530379303e-01,2.818030409204074771e-01,9.327255299821568535e-01
1.000000000000000000e+01,2.331069223766556731e-01,9.578744514619581540e-01,2.817441085067948769e-01,9.371525408242331601e-01
1.100000000000000000e+01,2.543945862426758020e-01,9.512688080410871549e-01,3.002363788262270017e-01,9.250013122811815425e-01
1.200000000000000000e+01,2.640506200156355621e-01,9.499763270450833907e-01,3.119660145692547681e-01,9.211073487168712770e-01
1.300000000000000000e+01,2.804162223741562543e-01,9.392468014089419004e-01,3.206375015410777851e-01,9.170297302152331520e-01
1.400000000000000000e+01,2.951827507465942801e-01,9.392106006932209317e-01,3.432052152755127317e-01,9.088723254607488089e-01
1.500000000000000000e+01,3.073232729694209131e-01,9.362624982568316101e-01,3.557478169065634854e-01,9.032434696945295105e-01
1.600000000000000000e+01,3.267251237571691114e-01,9.240430667359255112e-01,3.692345367805866529e-01,8.901396284894708133e-01
1.700000000000000000e+01,3.424142481239695890e-01,9.192519304132751312e-01,3.774449558593870879e-01,8.927041950610007381e-01
1.800000000000000000e+01,3.410720819443052720e-01,9.193841616915876536e-01,3.883895338511734741e-01,8.856294610251638222e-01
1.900000000000000000e+01,3.615353682828448267e-01,9.022777142944209405e-01,3.949915468768342985e-01,8.851163835943998137e-01
2.000000000000000000e+01,3.750066092353298020e-01,9.001330141005038366e-01,4.001540587936641136e-01,8.784912446649649764e-01
2.100000000000000000e+01,3.814681898058923104e-01,8.976128740066393608e-01,4.187707876207020785e-01,8.687177742100735678e-01
2.200000000000000000e+01,4.005852182270117079e-01,8.739003475437768786e-01,4.263838756177356637e-01,8.548725374521946030e-01
2.300000000000000000e+01,4.039489160412937374e-01,8.803097648340201253e-01,4.400439461621762915e-01,8.432097822642692364e-01
2.400000000000000000e+01,4.212579790920091827e-01,8.655151828158551552e-01,4.613232136730721078e-01,8.195251193631477582e-01
2.500000000000000000e+01,4.276962988003766841e-01,8.657514576565097375e-01,4.533720100985783041e-01,8.416506212022876188e-01
2.600000000000000000e+01,4.377228559068679359e-01,8.615302465352223660e-01,4.723505150375438277e-01,8.118089789956193236e-01
2.700000000000000000e+01,4.413382617472752512e-01,8.699678056504365209e-01,4.816203283896369203e-01,8.022263853840241321e-01
2.800000000000000000e+01,4.559607912541974728e-01,8.475394328905324626e-01,4.880245215698226779e-01,7.961333514465795957e-01
2.900000000000000000e+01,4.673899799410902167e-01,8.419549460957576059e-01,5.035022031904015094e-01,7.827116637621190920e-01
3.000000000000000000e+01,4.748704343144939388e-01,8.216621314348987459e-01,5.056371092761103858e-01,7.828684823357922040e-01
3.100000000000000000e+01,4.844309928245058572e-01,8.231017569582351756e-01,5.088886793166282896e-01,7.775855758896488279e-01
3.200000000000000000e+01,4.942536290709415026e-01,8.073757624970888669e-01,5.212777461868394191e-01,7.502743748239771859e-01
